Recency,Frequency,Monetary,Country,Churn
22,10,3032.17,United Kingdom,0
37,9,1187.21,United Kingdom,0
82,3,1285.04,United Kingdom,0
74,1,404.78999999999996,United Kingdom,0
11,1,546.04,United Kingdom,0
16,12,5386.47,United Kingdom,0
4,39,7759.82,United Kingdom,0
13,4,678.81,United Kingdom,0
14,5,1646.37,United Kingdom,0
37,4,36.56,United Kingdom,0
4,3,207.63,United Kingdom,0
72,7,3703.87,United Kingdom,0
51,1,291.44,United Kingdom,0
5,5,1987.33,United Kingdom,0
23,4,1344.49,Malta,0
299,1,889.24,United Arab Emirates,1
2,3,398.7,United Kingdom,0
33,1,35.400000000000006,United Kingdom,0
50,1,155.37,United Kingdom,0
3,3,342.24,United Kingdom,0
47,1,110.21000000000001,United Kingdom,0
42,8,1536.23,United Kingdom,0
27,5,2589.87,United Kingdom,0
42,1,318.15,United Kingdom,0
2,124,39687.44,United Kingdom,0
303,1,205.48,United Kingdom,1
107,1,51.559999999999995,Canada,1
85,1,14.95,United Kingdom,0
81,9,901.1999999999999,United Kingdom,0
218,4,430.8,United Kingdom,1
372,34,5037.61,United Kingdom,1
12,2,114.34,United Kingdom,0
185,2,311.26,United Kingdom,1
373,1,208.97,United Kingdom,1
2,4,1212.78,United Kingdom,0
4,23,10320.16,United Kingdom,0
6,12,4491.61,United Kingdom,0
305,1,141.92000000000002,United Kingdom,1
369,1,226.45000000000002,United Kingdom,1
3,8,2086.88,United Kingdom,0
324,1,330.9,United Kingdom,1
59,6,3144.4,United Kingdom,0
13,3,554.85,United Kingdom,0
31,20,10524.32,United Kingdom,0
143,1,329.65,United Kingdom,1
30,6,830.27,United Kingdom,0
107,5,404.18,United Kingdom,1
2,12,1843.79,United Kingdom,0
205,1,155.9,United Kingdom,1
80,5,1734.5300000000002,United Kingdom,0
185,6,679.46,United Kingdom,1
170,1,237.61,United Kingdom,1
44,1,379.45,United Kingdom,0
174,1,178.51999999999998,United Kingdom,1
365,1,458.92,United Kingdom,1
304,1,133.35000000000002,United Kingdom,1
3,4,664.34,United Kingdom,0
4,4,704.67,United Kingdom,0
12,1,156.34,United Kingdom,0
32,3,865.28,United Kingdom,0
129,1,101.35,United Kingdom,1
21,8,691.52,United Kingdom,0
212,2,201.37,United Kingdom,1
323,2,586.89,United Kingdom,1
162,1,203.85999999999999,United Kingdom,1
56,3,244.1,United Kingdom,0
225,1,107.21,United Kingdom,1
72,8,1116.96,United Kingdom,0
44,1,95.45,United Kingdom,0
23,1,213.6,United Kingdom,0
173,3,491.81,United Kingdom,1
85,2,152.06,United Kingdom,0
159,1,152.55,United Kingdom,1
190,2,112.15,United Kingdom,1
29,1,108.38,United Kingdom,0
21,1,181.07,United Kingdom,0
71,4,786.74,United Kingdom,0
247,1,70.9,United Kingdom,1
374,1,232.03,United Kingdom,1
9,1,366.23,United Kingdom,0
310,5,310.06,United Kingdom,1
59,2,408.65,United Kingdom,0
4,1,329.36,United Kingdom,0
45,3,333.03,United Kingdom,0
88,1,1304.04,United Kingdom,0
4,17,4062.22,United Kingdom,0
64,4,820.23,United Kingdom,0
282,1,207.50000000000003,United Kingdom,1
12,7,2962.5,United Kingdom,0
373,1,244.08,United Kingdom,1
133,2,397.29,United Kingdom,1
45,2,210.54,United Kingdom,0
11,4,843.0,United Kingdom,0
36,5,1531.68,United Kingdom,0
134,2,408.36,United Kingdom,1
29,3,1331.57,United Kingdom,0
52,2,702.25,United Kingdom,0
138,2,145.79,United Kingdom,1
5,1,380.13,United Kingdom,0
9,7,4301.22,United Kingdom,0
160,1,99.14,United Kingdom,1
49,10,493.75,United Kingdom,0
131,1,266.4,United Kingdom,1
8,1,77.50000000000001,United Kingdom,0
233,2,129.57999999999998,United Kingdom,1
37,1,176.68,United Kingdom,0
147,1,298.8,United Kingdom,1
1,45,22890.27,United Kingdom,0
72,3,482.2,United Kingdom,0
40,3,1008.5400000000001,United Kingdom,0
5,12,2243.57,United Kingdom,0
199,4,496.1,United Kingdom,1
249,1,12.75,United Kingdom,1
66,1,114.26,United Kingdom,0
117,1,508.4599999999999,United Kingdom,1
171,1,73.78,United Kingdom,1
21,39,1183.39,United Kingdom,0
142,1,102.41,United Kingdom,1
32,2,461.21,United Kingdom,0
38,14,2589.64,United Kingdom,0
38,5,896.8299999999999,United Kingdom,0
372,1,112.27,United Kingdom,1
374,1,265.1,United Kingdom,1
166,2,228.2,United Kingdom,1
211,1,562.79,United Kingdom,1
242,1,134.19,United Kingdom,1
52,1,337.04,United Kingdom,0
25,3,703.99,United Kingdom,0
15,13,4477.26,United Kingdom,0
372,1,321.79,United Kingdom,1
29,1,268.14,United Kingdom,0
365,1,188.60000000000002,United Kingdom,1
36,4,732.41,United Kingdom,0
166,3,811.45,United Kingdom,1
145,1,152.68,United Kingdom,1
22,1,631.35,United Kingdom,0
56,1,20.8,United Kingdom,0
185,1,198.57,United Kingdom,1
12,7,176.12,United Kingdom,0
237,3,630.84,United Kingdom,1
225,2,93.35,United Kingdom,1
122,4,670.89,United Kingdom,1
282,1,74.0,United Kingdom,1
74,8,1934.46,United Kingdom,0
37,2,378.39,United Kingdom,0
12,2,413.13,United Kingdom,0
362,1,157.92,United Kingdom,1
4,2,224.47,United Kingdom,0
23,1,444.68,United Kingdom,0
70,9,1130.65,United Kingdom,0
235,1,247.39,United Kingdom,1
257,1,172.8,United Kingdom,1
373,1,102.78999999999999,United Kingdom,1
155,2,187.29,United Kingdom,1
28,1,162.22,United Kingdom,0
4,1,120.03,United Kingdom,0
32,5,1473.66,United Kingdom,0
81,3,523.0,United Kingdom,0
108,2,107.14,United Kingdom,1
52,1,38.45,United Kingdom,0
36,1,616.02,United Kingdom,0
153,2,389.78,United Kingdom,1
99,1,115.31,United Kingdom,1
4,2,200.64999999999998,United Kingdom,0
334,1,73.5,United Kingdom,1
65,1,101.82000000000001,United Kingdom,0
22,2,418.68,United Kingdom,0
36,3,711.89,United Kingdom,0
32,3,403.12,United Kingdom,0
154,6,65.02,United Kingdom,1
19,2,357.20000000000005,United Kingdom,0
12,21,4097.37,United Kingdom,0
54,1,165.04999999999998,United Kingdom,0
25,3,527.29,United Kingdom,0
4,10,2076.6,United Kingdom,0
45,1,178.34,United Kingdom,0
203,2,172.29000000000002,United Kingdom,1
359,1,74.4,United Kingdom,1
71,1,300.02,United Kingdom,0
7,10,6727.34,United Kingdom,0
288,1,342.65,United Kingdom,1
10,1,170.16,United Kingdom,0
23,3,306.46,United Kingdom,0
22,10,1910.13,United Kingdom,0
173,3,720.52,United Kingdom,1
133,2,814.0,United Kingdom,1
6,14,2389.43,United Kingdom,0
75,1,318.0,United Kingdom,0
40,1,396.33,United Kingdom,0
289,1,89.69999999999999,United Kingdom,1
26,5,2009.24,United Kingdom,0
258,2,453.0,United Kingdom,1
186,1,247.44,United Kingdom,1
114,12,3020.1,United Kingdom,1
374,1,489.6,United Kingdom,1
23,10,2604.75,United Kingdom,0
8,11,2584.41,United Kingdom,0
217,2,336.13,United Kingdom,1
45,4,2855.37,United Kingdom,0
19,2,456.0,United Kingdom,0
36,3,343.45,United Kingdom,0
26,1,680.84,United Kingdom,0
16,1,34.8,United Kingdom,0
330,2,689.95,United Kingdom,1
274,1,101.34,United Kingdom,1
98,2,113.35,United Kingdom,1
61,1,166.03,United Kingdom,0
2,11,8254.66,United Kingdom,0
93,4,2093.32,United Kingdom,1
82,7,2551.1,United Kingdom,0
313,2,580.0500000000001,United Kingdom,1
12,3,854.02,United Kingdom,0
8,6,2662.4,United Kingdom,0
127,1,168.31,United Kingdom,1
11,2,222.4,United Kingdom,0
1,60,149995.6,United Kingdom,0
37,1,754.64,United Kingdom,0
38,1,113.48000000000002,United Kingdom,0
330,1,421.9,United Kingdom,1
254,1,271.0,United Kingdom,1
2,26,7381.0,United Kingdom,0
20,1,198.8,United Kingdom,0
12,2,352.69,United Kingdom,0
369,1,76.32000000000001,United Kingdom,1
290,1,208.1,United Kingdom,1
68,8,1403.1100000000001,United Kingdom,0
26,1,320.45,United Kingdom,0
11,26,5617.08,United Kingdom,0
368,1,180.7,United Kingdom,1
214,1,111.15,United Kingdom,1
149,2,653.3,United Kingdom,1
8,6,1768.38,United Kingdom,0
24,2,574.4399999999999,United Kingdom,0
30,4,1131.75,United Kingdom,0
61,1,201.12,United Kingdom,0
19,3,337.03,United Kingdom,0
243,1,112.55000000000001,United Kingdom,1
15,3,1057.69,United Kingdom,0
212,1,82.8,United Kingdom,1
29,5,681.9100000000001,United Kingdom,0
63,3,784.33,United Kingdom,0
295,1,152.65,United Kingdom,1
18,6,7940.34,United Kingdom,0
157,2,749.28,United Kingdom,1
117,2,1000.16,United Kingdom,1
8,12,2598.75,United Kingdom,0
13,4,2846.55,United Kingdom,0
141,2,160.35000000000002,United Kingdom,1
46,2,179.33999999999997,United Kingdom,0
51,3,612.0799999999999,United Kingdom,0
32,3,566.58,United Kingdom,0
135,2,653.35,United Kingdom,1
3,2,399.19,United Kingdom,0
75,3,371.62,United Kingdom,0
13,2,675.64,United Kingdom,0
9,2,453.4,United Kingdom,0
301,1,528.15,United Kingdom,1
57,2,638.0600000000001,United Kingdom,0
15,5,1618.69,United Kingdom,0
37,1,399.65000000000003,United Kingdom,0
177,1,302.46000000000004,United Kingdom,1
23,3,1384.8600000000001,United Kingdom,0
176,6,1160.04,United Kingdom,1
61,1,202.65,United Kingdom,0
33,3,980.31,United Kingdom,0
59,5,1224.31,United Kingdom,0
15,20,7459.68,United Kingdom,0
87,4,2072.52,United Kingdom,0
7,1,104.0,United Kingdom,0
358,1,476.35,United Kingdom,1
31,6,1340.8700000000001,United Kingdom,0
129,4,1590.81,United Kingdom,1
9,6,1757.89,United Kingdom,0
5,6,1843.75,United Kingdom,0
24,1,364.85,United Kingdom,0
227,2,632.07,United Kingdom,1
15,1,49.8,United Kingdom,0
249,1,304.25,United Kingdom,1
15,3,2001.04,United Kingdom,0
78,2,1090.24,United Kingdom,0
192,2,284.46000000000004,United Kingdom,1
262,1,207.79999999999998,United Kingdom,1
72,1,957.97,United Kingdom,0
165,1,243.76,United Kingdom,1
82,1,930.4,United Kingdom,0
95,2,686.63,United Kingdom,1
4,17,4687.8,United Kingdom,0
106,1,150.35,United Kingdom,1
200,3,1392.99,United Kingdom,1
157,1,160.42000000000002,United Kingdom,1
71,3,1975.35,United Kingdom,0
36,2,517.36,United Kingdom,0
29,1,139.10000000000002,United Kingdom,0
2,6,2619.38,United Kingdom,0
26,5,600.07,United Kingdom,0
326,1,216.07,United Kingdom,1
237,1,232.48000000000002,United Kingdom,1
89,1,299.34000000000003,United Kingdom,0
31,1,471.7,United Kingdom,0
29,2,621.75,United Kingdom,0
211,2,641.92,United Kingdom,1
3,10,2039.6200000000001,United Kingdom,0
227,1,254.4,United Kingdom,1
22,5,1041.61,United Kingdom,0
93,1,443.0,United Kingdom,1
5,14,6484.54,United Kingdom,0
264,1,158.95000000000002,United Kingdom,1
3,12,5504.96,United Kingdom,0
44,11,5228.05,United Kingdom,0
218,1,93.75,United Kingdom,1
57,2,779.9,United Kingdom,0
12,20,7276.900000000001,United Kingdom,0
9,7,2810.2000000000003,United Kingdom,0
192,5,2071.77,United Kingdom,1
82,4,592.97,United Kingdom,0
326,1,59.8,United Kingdom,1
72,3,1788.48,United Kingdom,0
30,6,882.24,United Kingdom,0
3,5,987.1,United Kingdom,0
219,5,1561.6100000000001,United Kingdom,1
46,1,422.58,United Kingdom,0
10,17,2073.09,United Kingdom,0
72,4,2229.4900000000002,United Kingdom,0
7,7,2567.06,United Kingdom,0
24,2,596.1,United Kingdom,0
123,2,754.02,United Kingdom,1
17,1,95.34,United Kingdom,0
310,1,349.27,United Kingdom,1
87,1,1278.0,United Kingdom,0
51,2,508.27,United Kingdom,0
89,1,103.3,United Kingdom,0
39,8,2337.63,United Kingdom,0
25,3,2338.6000000000004,United Kingdom,0
173,6,2628.35,United Kingdom,1
43,2,324.24,United Kingdom,0
140,1,149.48,United Kingdom,1
26,3,1213.1599999999999,United Kingdom,0
72,2,801.41,United Kingdom,0
134,1,25.5,United Kingdom,1
366,1,168.6,United Kingdom,1
38,2,283.15,United Kingdom,0
3,6,3078.58,United Kingdom,0
2,3,204.0,United Kingdom,0
30,1,175.92,United Kingdom,0
44,1,335.86,United Kingdom,0
58,1,110.38,United Kingdom,0
74,1,173.9,United Kingdom,0
278,1,180.60000000000002,United Kingdom,1
181,1,76.82,United Kingdom,1
8,2,178.05,United Kingdom,0
4,16,2044.53,United Kingdom,0
43,3,1837.28,United Kingdom,0
